,Unnamed: 0,Date,Title,Description,score1
1998,1998,"May 09, 2019, Thursday","Indian Overseas Bank cuts loss to Rs 1,985 crore, plans to raise funds",The loss is due to increased provisions on NPAs and fraud accounts especially due to back dating of NPAs and one big account ...,neutral,0
1999,1999,"May 08, 2019, Wednesday","Lenders set to realise Rs 80,000 cr from insolvency process in FY20: Icra",NCLTs continue to remain heavily burdened as the number of cases being admitted continues to increase quarter-on-quarter,neutral,1
2000,2000,"May 08, 2019, Wednesday","States may cause fiscal slippage because of populist schemes, warns RBI","Loan waivers, income support schemes are 'poor fiscal marksmanship', says RBI in meeting with Finance Commission.",negative,0
2001,2001,"May 08, 2019, Wednesday",Realty debt could be next flash point in India's credit market: ICICI Pru,"Indian shadow banks now face rising risks that weaker developers may struggle to repay those borrowings, as housing sales have ...",neutral,1
2002,2002,"May 07, 2019, Tuesday",66% complaints resolved via mediation in FY18: Banking Ombudsman report,"The 21 Offices of Banking Ombudsman (OBO) received 163,590 complaints in FY18, an annual increase of 24.9 per cent",neutral,0
2003,2003,"May 07, 2019, Tuesday",Investors likely to be tight-fisted as private banks look to raise capital,"As a clutch of private banks set out to raise capital, the quality of assets and governance will hold the key more than ever ...",neutral,1
2004,2004,"May 07, 2019, Tuesday",Jalan panel to hold 2 more meets before final report on RBI capital size,"The six-member Jalan panel was appointed on December 26, 2018, to review the Economic Capital Framework for the RBI",neutral,0
2005,2005,"May 07, 2019, Tuesday",HDFC Bank board plans to consider stock split on May 22; shares fall 1.7%,Stock split is a tool used by corporates to boost liquidity of their shares,neutral,0
2006,2006,"May 06, 2019, Monday",YES Bank slips to 10th position in league table for most-valued banks,"At the start of the year, YES Bank was ranked 7th",neutral,1
2007,2007,"May 06, 2019, Monday",ITRs fell in 2018-19 due to inclusion of past AY's return filings: I-T dept,"While the I-T dept's e-filing website showed returns filed in 2018-19 fell to 6.68 cr from 6.74 cr in the previous fiscal, the ...",neutral,1
2008,2008,"May 06, 2019, Monday",IOB to raise Rs 850 cr selling non-core assets and investments this fiscal,The Bank is currently exploring stake sales in joint venture and other entities to help it raise over Rs 445 crore,neutral,1
2009,2009,"May 06, 2019, Monday","ICICI Bank Q4 profit at Rs 969 crore, falls 5% on higher expenses","The lender's net profit was Rs 969 crore for the March quarter against Rs 1,020 crore in the year-ago quarter",negative,0
2010,2010,"May 06, 2019, Monday",Forgers are forcing $9-trillion global trade financing into digital age,"As much as 80 per cent of global flows of merchandise -- worth about $9 trillion -- is financed by some form of credit, guarantee ...",neutral,0
2011,2011,"May 06, 2019, Monday","RBI, banks begin holding company model talks; norms to be finalised by Sept",The HoldCo model will lead to cleaner equity holding structures within banking conglomerates,neutral,0
2012,2012,"May 05, 2019, Sunday",The RTI Act: RBI may need to rework communications strategy after SC order,RTI experts are elated with the apex court's latest order that emphasised on the RBI's statutory duty to uphold the interests of ...,neutral,1
2013,2013,"May 04, 2019, Saturday",Icra downgrades some debt instruments of Canara Bank over earnings profile,"Canara Bank said ratings on its additional Tier-I bonds worth Rs 1,500 crore has been downgraded to 'AA-', with a stable outlook, ...",negative,0
2014,2014,"May 04, 2019, Saturday",Federal Bank Q4 net jumps two-fold to Rs 381 cr on higher interest income,"Provisioning for bad loans during the quarter more than halved to Rs 177.76 crore, as against Rs 371.53 crore in the ...",positive,1
2015,2015,"May 04, 2019, Saturday","Bank of Baroda hikes MCLR by 0.05%, overnight money to attract 8.3%","Similarly, for one-month and three-month tenors the interest rates have been increased to 8.30% and 8.45%, respectively",neutral,0
2016,2016,"May 04, 2019, Saturday","Dangerous to let viable cos shut down, IBC gives another chance: IBBI chief",M S Sahoo also noted that CoCs must provide all relevant information to resolution applicants so that they find interest in the ...,neutral,0
2017,2017,"May 04, 2019, Saturday",Asian Development Bank must expand private sector ops: Subhash Chandra Garg,Economic Affairs Secretary Subhash Chandra Garg said there is a rising need for the agency to focus on strengthening human ...,neutral,0
2018,2018,"May 04, 2019, Saturday",Icra downgrades YES Bank's bonds as quality of large borrowers dwindles,Rating action also factors in further weakening in core equity capital cushions due to voluntary provisions and consequent losses ...,neutral,2
2019,2019,"May 03, 2019, Friday",Insurance companies have to make provisions for IL&FS defaults: Regulator,Reserve Bank of India asked last week banks to do about their IL&FS exposure.,neutral,0
2020,2020,"May 03, 2019, Friday",Banks take 57% haircut in 94 cases worth Rs 1.75 trillion resolved in FY19,"As of March, there were 1,143 cases pending at various bankruptcy tribunals, and 32 percent of them are pending for over 270 days",neutral,0
2021,2021,"May 03, 2019, Friday","NBFC crisis averted, but some troubles persist: HDFC Bank MD Aditya Puri","Last year's defaults by IL&FS exposed fault lines among India's shadow lenders, which had grown rapidly to account for a third of ...",negative,1
2022,2022,"May 03, 2019, Friday",NBFC crisis may push up borrowing costs for real estate developers,"Along with housing finance companies, NBFCs account for about 60% of property developers' loans",negative,1
2023,2023,"May 03, 2019, Friday",Rs 7 trillion of corporate papers downgraded since start of IL&FS fiasco,"The IL&FS crisis in September led to panic in markets with liquidity quickly drying up for borrowers, whose business models ...",neutral,0
2024,2024,"May 02, 2019, Thursday",PNB Housing to raise $1 bn from foreign mkts in one or more tranches,The housing finance arm of the Punjab National Bank will announce the fourth quarter results on May 9,neutral,1
2025,2025,"May 02, 2019, Thursday","Bandhan Bank's Q4 net profit up 68% at Rs 651 crore, NPAs stand at 2%","Net interest income (NII) of the bank rose 45.6 percent to Rs 1,258 crore against Rs 864 crore in the same period last year",positive,0
2026,2026,"May 02, 2019, Thursday",Tough life ahead for NBFCs as RBI set to tighten liquidity mismatch limits,Banks have to show how they propose to finance the gap to bring the mismatch within the prescribed limits,neutral,1
2027,2027,"May 01, 2019, Wednesday",Banks loosen purse strings for corporate sector; lending picks up in FY19,"In FY17, credit to the industry witnessed de-growth of 1.9%, and on that base, credit grew 0.8% in FY18",neutral,0
2028,2028,"April 30, 2019, Tuesday",Yes Bank's profitability to remain under strain for 12-18 months: Moody's,The lender is profitable on a full-year basis; provision for stressed loans much lower thann other banks,negative,0
2029,2029,"April 30, 2019, Tuesday","Kotak Mahindra Bank consolidated Q4 net profit up 13.9% at Rs 2,038 crore","Total consolidated income rose 27 per cent year-on-year to Rs 13,823 crore",positive,0
2030,2030,"April 30, 2019, Tuesday","CARE places PNB HFC rating on watch, flags rising share of corporate loans",The action is triggered by the increasing share of the corporate loan book in PNBHFL's total loan portfolio and the consequent ...,neutral,0
2031,2031,"April 29, 2019, Monday","RBI cracks the whip on auditors, wants them to keep eye on five key areas","Fallout will be that some of the smaller audit firms will find it difficult to comply with the new format, and may have to seek ...",neutral,0
2032,2032,"April 28, 2019, Sunday",Yes Bank clean-up to continue as Gill shifts focus to governance practices,Gill said the new leadership is very serious about confirming to the highest standards of governance and also set new industry ...,neutral,1
2033,2033,"April 27, 2019, Saturday","Puri, Sobti may take chairman's office if bank directors' age cap is raised",Alignment of bank directors' age limit with the cap of 75 years prescribed under Companies Act will help them retain board seats,neutral,0
2034,2034,"April 27, 2019, Saturday","Disclosing annual inspection reports may drag RBI, banks to court",SC reprimanded RBI on Friday for not disclosing information sought under the RTI citing 'fiduciary relationship' with banks,neutral,0
2035,2035,"April 27, 2019, Saturday","YES Bank posts first-ever quarterly loss of Rs 1,507 cr due to bad loans","For the full year, the bank's net profit more than halved to Rs 1,709.3 crore from Rs 4,233 crore in 2017-18",negative,2
2036,2036,"April 26, 2019, Friday","Axis Bank plans to raise Rs 35,000 crore to fund business growth","The bank has reported a net profit of Rs 1,505 crore for the March quarter of 2018-19",neutral,0
2037,2037,"April 26, 2019, Friday",Last chance for RBI to give info on bank inspection reports under RTI: SC,"SC holds RBI in contempt of court, but gives it one last chance to withdraw disclosure policy, follow 2015 orders",neutral,1
2038,2038,"April 26, 2019, Friday",IBC resolution plans yielded 200% liquidation value for creditors: MS Sahoo,He explained that markets regulator Sebi has exempted acquisitions under resolution plans from making public offers under the ...,neutral,0
2039,2039,"April 25, 2019, Thursday",RBI may allow 66% lenders' approval for resolution of stressed assets,"The original February 12, 2018, circular was explicit that resolution plans should be drawn up on unanimous approval by all ...",neutral,0
2040,2040,"April 24, 2019, Wednesday",IOB's loss making branches down to 157 from peak of 742,"The lender has focused Strongly on cost reduction, bank rationalisation and NPA recoveries; today, only 5% of its branches are ...",negative,0
2041,2041,"April 24, 2019, Wednesday","TTD fixed deposits in several banks crosses Rs 12,000 crore mark",The temple official said the over 2000-year-old Lord Venkateswara temple was growing richer by the year with an annual income of ...,neutral,0
2042,2042,"April 23, 2019, Tuesday",RBI's new norms to force small businesses to get cash management act right,"From the start of this fiscal, firms with a working capital limit of Rs 150 crore and above will first have to avail of 40% of it ...",neutral,0
2043,2043,"April 23, 2019, Tuesday","MFIs, small banks will need external capital of Rs 4,700 cr in three years",Rating agency ICRA in its outlook for the microfinance sector said that more than 90 per cent of the capital raised in FY2019 was ...,neutral,0
2044,2044,"April 23, 2019, Tuesday","From Sachin Bansal to Ratan Tata, MFIs pique investor interest","Reach, cost and distribution are three key factors driving corporate entities into the microfinance sector",neutral,0
