,Date,Title,score1
4180,"October 16, 2008, Thursday","Cabinet defers insurance bill decision.Banks hike interest rate on non-resident deposits by 50 bps.Syndicate Bank raises term deposit rates.Rupee falls to 49.04 against $ in early trade.DBS Chola to shut down 75 branches.Govt plans to shore up bank capital.Re ends lower on FII outflow.Liquidity panel to submit report next week.RBI keeps tap flowing for MFs, revives gilt auctions.FIIs reduce stake in ICICI, HDFC Bank.ADB to fund Uttarakhand infra project.Banks to extend credit for Rabi crops.RBI cuts CRR 100 bps, releases Rs 40,000 crore.FM fast-tracks liquidity to banks.Sotheby's cuts art auction guarantees.Fed offers GE, Citigroup commercial paper subsidies.Dollar Libor drops as central banks offer cash",neutral
4181,"October 15, 2008, Wednesday","RBI cuts CRR by 100 bps; announces measures to improve liquidity.FM announces measures to aid banks, improve credit flow.India story intact; open to up stake in ICICI JV: Prudential.Poor response prompts RBI to extend loan facility for MFs.Rupee falls by 46 paise against $ in early trade.Promoters in a fix as NBFCs sell shares of companies.FY08 exports exceed target, grow 29%.Few takers for MF support plan.Bonds slump on RBI's SLR cut buzz.Debate on RBI deputy governor's post hots up.South Indian Bank Q2 net rises 45%.Co-op banks seek rate cut to boost farm lending.US to invest $250 billion in nine banks.E-payment to RSP vendors.RBI's Rs 20,000-cr package not enough, say mutual funds.IFCI's  Q2 net profit declines by 48%.Stay clear of high-risk deals, govt tells banks.Credit crisis less relevant in India: Crisil",positive
4182,"October 14, 2008, Tuesday","Govt asks banks to stay clear of high risk deals.South Indian Bank net up 45% in Q3 of FY 09.Rupee appreciates by 50 ps to 47.75 vs $.Karnataka Bank enters in tieup with ICRA.Banks shifting back-office work out of Mumbai.Bank's credit fundamentals sound: S&P.We'll take rumours head-on: Kamath.Quite serious recession on way: Soros.Axis Bank net profit rises 77% to Rs 402.91 cr.Bankex surges 12.3%, ICICI leads rally.Kerala banks see increase in non-resident deposits.Govt, RBI set to ease liquidity.Govt bonds give up intraday gains to end flat.Euro rates drop; govts step up bank rescue efforts.Few takers for MF support plan.Call rate falls on low borrowings.'London banks to cut 62,000 jobs'.Barclays plans to raise more than 6.5 billion.Police form core team to probe ICICI complaint.Redemption blues for liquid, debt funds",positive
4183,"October 13, 2008, Monday","Kamath asserts ICICI Bank has no liquidity problem.Axis Bank net surges 77% to Rs 403cr.ICICI Bank surges 23% after Kamath's assurance.Rupee recovers 38 paise to 48.07 against $.Pvt players for steps to tide over credit crisis.Direct impact of global crisis limited: Subbarao.Mysore too in banking scare.ICICI moves cops against 'malicious' brokers.Axis Bank to open 8 more branches.Moody's, S&P also give clean chit.ICICI books fine, RBI inspection shows.Indian banks have $1 bn exposure to five troubled institutions.A bankruptcy every five minutes in Britain.We are not adventurous in giving loans: ICICI's Kochhar.Nabard releases Rs 155 cr for HP poly houses",neutral
4184,"October 12, 2008, Sunday",Direct impact of crisis limited: Subbarao.GM talks merger with Chrysler as bankruptcy looms.ICICI Bank seeks to soothe nerves at Monday meeting.RBI governor reassures depositors.GE finance arm tightens lending standards worldwide in crunch,neutral
4185,"October 11, 2008, Saturday","RBI okays Amitabh Chaturvedi as MD of Dhanalakshmi Bank.US plans to inject capital into banks: Paulson.Indian banks have little exposure to distressed assets: RBI.Fannie, Freddie to buy $40 bn a month of troubled assets.RBI seeks investment data from MFs.Corporate demand could push interest rates up: Mohan.Forex reserves dip $7.8 bn.Finance unit sharpens GE Q3 profit fall.Rupee touches lifetime low of 49.26, recovers.IMF to use emergency loan programme to tackle crisis.'We have enough liquidity to tide over the situation'.RBI pumps in Rs 60,000 crore",neutral
4186,"October 10, 2008, Friday","RBI cuts CRR by 150bps, to inject Rs 60,000cr tomorrow.Rupee recovers to 48.20 against $.CRR cut could soften interest rates: Bankers.UK may own 30% of big banks in bailout plan.London banks to slash bonuses by 60 per cent in 2008.SBI ranks low in employee productivity, says RBI.India highly prone to global credit crisis.Banks stop lending to oil companies",neutral
4187,"October 09, 2008, Thursday","No global M&A plans, better opportunities in India: ICICI.SBI ranks low in employee productivity: RBI.Bank of Japan injects 4 trn yen into money market.Wells Fargo, Citigroup extend legal truce in battle for Wachovia.Barclays, RBS in debt double whammy.UK banks to get 250 bn pounds in loan guarantees.Anatomy of crisis starts with skewed incentives.RBI caps e-payment charges.Yes Bank to fund farm tourism.LIC eyes govt bank for credit card foray.Citibank, Reliance Retail plan 50:50 finance joint venture.Benchmark rates cut in concerted move.Now, send up to Rs 5,000 a day via mobile.World Bank to extend $180 mn to MP.Corporate bonds rise 30 bps on foreign banks sell papers.Call rates stay above 10 per cent.First-half credit growth at 24.8% on oil firms' borrowings",neutral
4188,"October 08, 2008, Wednesday","Central banks in North America, Europe cut rates by 0.5%.Kotak Bank hikes deposit rate to 10.6%.Deutsche Bank appoints new head for global markets in India.Ratings of Citi entities under watch.RBI likely to cut CRR further, say economists.Loans for homes, SMEs may dip.Crisis underlines need for meaty RBI balance sheet.Govt mulls overseas dollar bond float.Citigroup, Wells Fargo halt battle for Wachovia.IMF says global banks need $675 billion in capital.Wall Street executives took home over $1 bn in 5 yrs.Russia to lend $36 bn to banks.Iceland seeks loan from Russia",neutral
4189,"October 07, 2008, Tuesday","Another CRR cut likely: Economists.ICICI Bank, Dish TV launch banking interactive service.CBA in talks to buy UK-based HBOS' Australian arm.Citigroup, Wells Fargo agree on 44-hr truce.Fed Reserve mulls over new proposal for ailing financial sys.RBI cuts CRR 50 basis points to ease liquidity.Banking shares fall 6%.10-yr bonds gain for third day as commodities slide.Re inches closer to 48/$.Crisil lowers rating outlook for three banks.RBI cuts CRR 50 basis points to ease liquidity.Deutsche Bank opens branch in Pune",negative
4190,"October 06, 2008, Monday","Nomura to acquire Lehman's India operations.Deutsche Bank opens branch in Pune.Max New York Life revises premium target to Rs 2,500cr.SBI to finalise JV structure with IAG soon: Bhatt.Syndicate Bank ups interest rates on NRE, FCNR deposits.MCX-SX to start live trading in currency futures from tomorrow.Re down by 26 paise at 47.35/36 a dollar in morning trade.Euros 50bn rescue package agreed for German bank.No depression, major recession, from US finance crisis: Gates.UBS to put trade curbs on most commodities.FIIs can invest in IDRs: RBI.IBA rolls up its sleeves to curb money laundering",neutral
4191,"October 05, 2008, Sunday","ICICI Bank profits not to be impacted: Kochhar.Rates have peaked, says SBI chief",neutral
4192,"October 04, 2008, Saturday","Netherlands govt buys Fortis units for 16.8 bn euro.AIG to sell three Japanese life insurance units.Ban on short selling to expire on Oct 8, says SEC.Sompo Japan keen to raise stake in insurance JV.Allahabad Bank defers rights issue.Bank-bailout plan wins US House nod.Banks get relief on farm lending, debt waiver",neutral
4193,"October 03, 2008, Friday","Price tag on rescue plan may have to rise: Buffett.BankAm gives top job to Merrill Lynch CEO in the merged entity.UBS to reposition investment bank; cut 2,000 jobs.Allahabad Bank defers fund raising plans.ICICI Bank's $375 mn US commercial papers A-1+ rating affirmed.Rupee falls to 47.11 against US $ in early trade.Forex deals of companies under ministry scanner.Dot-com survivors brace for bank crisis pinch.Performance is our defence: Kamath",neutral
4194,"October 02, 2008, Thursday","We always evoke worst perception, criticism: Kamath.BoB, UBI revise foreign currency deposit rates.Experts doubt liquidity easing efforts.ECB drains out euro 173 bn after surge in deposits.UBS to eliminate about 1,900 i-banking jobs.Forex reserves may dip by $39 bn.LIC's FY08 profit up 10%.Rakesh Mohan headed for World Bank.Global cash crunch hits banks.Senate votes on bank bailout today, House decision likely on Friday.Deregulation not to blame for financial woes.Trading will never be the same again.Govts' taking over of banks is even more dangerous.Sidbi invites firms to set up Basel-II system.Bailout vote leaves big Wall Street names hanging.Card firms may up fees to skirt rate cap.Magma Fincorp Durga Puja plan",negative
4195,"October 01, 2008, Wednesday","PNB revises foreign currency deposit rates.RBI, Sebi assessing relaxation of currency trading norms.Ping An insurance deal may not go through: Fortis.Karnataka Bank raises Rs 200 crore via issue of bonds.Re falls to five-year low of 47.22 against $.750 jobs to be cut at Lehman Brothers.European bank Dexia rescued, CEO quits.Home prices in 20 US cities declined 16.3% in July.Yes Bank launches account aggregation service.Banks unlikely to offer festival discounts.Tata Capital to pick up 20% in ARC.ICICI Bank wants Sebi to probe share price crash.Health insurance may get new law.LIC scouts for card JV ally.Insurers to review MF covers.Current account deficit widens to $10.72 bn.India Inc to pay more as Libor touches new peak",neutral
4196,"September 30, 2008, Tuesday","IL&FS and E Trade sell stake in ILFS Investsmart to HSBC.Govt wants 10% of banks' priority sector credit to SMEs.Fitch affirms ICICI Pru Life Insurance at IFS 'AAA(ind)'.Lehman Brothers Neuberger to be sold for $2.15 bn.Rumors about ICICI financial position 'baseless': Kamath.No concerns of short selling, says Sebi chief.Fed loans to AIG make Paulson's previous employer rich.Three countries inject $16.3 bn to rescue Fortis.UK arm not into subprime credit: ICICI.Product providers may have more say in Financial Planning Board.Re breaches 47-mark, hits five-year low.Now, earn 11.5 per cent on deposits of over Rs 5 crore.Bankers seek further relaxation in SLR.The local edge",neutral
4197,"September 29, 2008, Monday","Citigroup group buys Wachovia's banking business.Goldman Sachs plans to buy up to $50 bn in assets: Report.AIG mulls sale of 15 businesses to repay $85 bn govt loan.Softline plans Rs 100 crore IPO.IDFC PE picks up 17% stake in SE Forge for Rs 400 cr.Lawmakers, White House reach agreement on $700 bn bailout plan.Axe falls on short-term loans.Indian lenders take Rs 410-cr MTM hit.Provide for deals with bankrupt Lehman arms, RBI tells banks",neutral
4198,"September 27, 2008, Saturday","US's sixth largest bank Wachovia looking for buyers: Report.Exim Bank extends line of credit to Mozambique.Deutsche Bank to pick up stake in BPL.HSBC cuts 1,100 jobs in wholesale banking division.UCO Bank expects nod for fin services arm within a month.Forex reserves up by $2.5 bn.Irda won't tighten norms for risk firms.RBI releases format for filing of quarterly statements.Govt to auction bonds worth Rs 39,000 crore in Oct-Dec",neutral
4199,"September 26, 2008, Friday","Bank of England to pump 55 bn pounds into credit markets.Fearing financial trouble hedge funds flee Morgan Stanley.JPMorgan buys WaMu's banking ops for $1.9 bn.IRDA sees no need to tighten insurance rules.ING Vysya to set up more branches, ATMs.US bailout talks fail to reach compromise: Reports.No need to review solvency requirement: IRDA.Bank strike hits ATMs too.Provisions may dent PSU banks' Q2 earnings: Merrill.StanChart hires 4,100 amid sub-prime woes.No tax deduction on bad debt provisioning: Supreme Court.SBI Act changes in next session.PBAP ties up with ICICI.US home sales drop to 17-year low in August",neutral
4200,"September 25, 2008, Thursday","SEC to investigate over 24 hedge funds movement: Report.Banks strike continues for second day.Corporation Bank goes global.Wipro, SBI discuss IT partnership.Day-I of strike dents banking operations.FIIs in currency futures may curb RBI's clout in forex mart.Bank credit growth rises 26% despite RBI measures.DSPML's Rs 19,500-cr papers under ratings watch.Banks to get 9% on farm loan dues.Deutsche Bank is top I-bank in India.SocGen plans NBFC to boost private banking.i-bankers hit the entrepreneurial road as big deals dry up.Vizag co-op bank declares 18% dividend.'Grave Threats' to financial stability: Bernanke",positive
4201,"September 24, 2008, Wednesday","Buffett's Berkshire Hathaway to invest $5bn in Goldman Sachs.Bank employees go on two-day strike.Corporation Bank opens office in Dubai.Stay away from exotic products: Ministry to banks.Banks to assist 2.08 lakh in self-employment.RBI allows parent firms to issue exchangeable bonds.Forex credit rates under review.Subbarao likely to keep rates steady.Finance firms bank on emails, letters to calm fears.Units sale may bring $115 bn.AIG's $16 bn in real estate may be cash source.RBI seeks more details on NBFCs",neutral
4202,"September 23, 2008, Tuesday","Lehman re-opens under Barclays ownership, 10k jobs offered.RBI credit policy review on October 24.StanChart names Hemant Mishr as Global markets head in India.Interest rate cycles has peaked: Goldman.Singapore's GIC reports 7.8% annual return.Citi appoints Corbat as Global Wealth Management unit head.AIG investors meet to thrash out alternatives to Fed takeover.Lehman bond holders likely to lose $100 bn: Report.Chief economic advisor lauds Reddy's policy.Cash crunch hits business: Banks.Nabard declares four co-op banks under OSCB.Bankers working on new, cheaper instruments.REBI plans 16 outlets in Orissa.Funds tap drying up for India Inc.Goldman, Morgan Stanley give up i-bank status.LIC outbids private players in Punjab land auction.Newer players enter 2-wheeler financing; incumbents beef up ops.Syndicate Bank puts QIP on hold",neutral
